movieId,id,title,vote_average,vote_count,runtime,original_language,overview,popularity,genres,runtime_buckets,popularity_norm,vote_average_norm,vote_count_norm,overview_length
228,62488,Destiny Turns on the Radio,5.197,33,102,en,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",6.111,"Crime, Comedy, Fantasy",medium,0.01836155368530476,0.5828193338566783,0.0009566603855631251,87
229,10531,Death and the Maiden,7.135,445,103,en,A political activist is convinced that her guest is a man who once tortured her for the government.,13.031,"Drama, Thriller",medium,0.041417614563967246,0.8001570034765055,0.012900420350775474,18
230,11929,Dolores Claiborne,7.239,672,132,en,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",18.052,"Crime, Drama, Mystery",long,0.05814658590381758,0.8118201188740608,0.01948108421510364,72
231,8467,Dumb and Dumber,6.606,5615,107,en,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",34.591,Comedy,medium,0.11325123776396191,0.7408321184254795,0.1627772140889984,63
232,10451,Eat Drink Man Woman,7.5,287,123,zh,"A retired and widowed Chinese master chef Chu and his family live in modern day Taipei, Taiwan. He lives with his three attractive daughters, all of whom are unattached. Soon, each of the daughters encounter new men in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes. Since the family has difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their Sunday dinners is the surrogate for their familial feelings.",14.593,"Comedy, Drama, Romance",long,0.04662188726519135,0.8410900527083099,0.008320046383533845,85
233,20156,Exotica,6.615,266,104,en,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",12.615,"Drama, Mystery",medium,0.040031585470683494,0.7418414264887294,0.007711262501811857,64
234,18395,Exit to Eden,4.075,80,113,en,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.",6.914,"Comedy, Crime, Thriller",medium,0.021036989651427012,0.4569922619715151,0.0023191766922742428,61
235,522,Ed Wood,7.506,2112,127,en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",23.639,"Comedy, Drama, History",long,0.07676135644270302,0.8417629247504766,0.061226264676040004,29
236,397,French Kiss,6.456,655,111,en,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",12.99,"Comedy, Romance",medium,0.04128101073506188,0.7240103173713133,0.01898825916799536,59
237,10525,Forget Paris,6.151,139,101,en,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.",10.035,"Comedy, Drama, Romance",medium,0.03143553965176019,0.6898059885611753,0.004029569502826497,44
238,27985,Far from Home: The Adventures of Yellow Dog,5.851,74,87,en,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",8.168,"Action, Adventure, Drama, Family",medium,0.025215067735508332,0.6561623864528429,0.0021452384403536744,63
239,15789,A Goofy Movie,6.981,1592,78,en,"An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!",20.923,"Romance, Animation, Family, Comedy, Adventure",medium,0.0677121857278985,0.7828866210608949,0.04615161617625743,38
240,27303,Hideaway,5.062,129,103,en,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",8.492,"Drama, Thriller, Horror",medium,0.026294571163931264,0.5676797129079287,0.0037396724162922163,69
241,21183,Fluke,7.2,241,96,en,"Workaholic Thomas Johnson dies in an auto accident and comes back to life as a dog. Remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father.",13.568,"Drama, Adventure, Family",medium,0.04320679154255709,0.8074464505999777,0.0069865197854761555,60
242,10954,Farinelli,6.581,154,111,fr,"Farinelli is a 1994 biopic film about the life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.",8.128,"History, Drama",medium,0.025081795707307977,0.7380284849164518,0.004464415132627917,26
243,47867,Gordy,5.4,26,90,en,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,3.952,"Drama, Family, Fantasy",medium,0.011168195963190266,0.6055848379499832,0.0007537324249891289,17
246,14275,Hoop Dreams,7.631,275,174,en,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.",6.954,Documentary,long,0.021170261679627374,0.8557810922956152,0.007972169879692709,77
247,1024,Heavenly Creatures,7.011,824,109,en,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.",13.357,"Drama, Fantasy",medium,0.04250378159380019,0.7862509812717282,0.0238875199304247,59
248,17207,Houseguest,5.477,66,109,en,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",6.725,"Comedy, Family",medium,0.020407279318180305,0.6142200291577885,0.0019133207711262501,23
249,13701,Immortal Beloved,7.067,295,121,en,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",14.254,"Drama, Music, Romance",long,0.045492406826193287,0.7925311203319503,0.00855196405276127,62
250,14819,Heavyweights,6.111,338,100,en,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",14.036,"Family, Comedy, Drama",medium,0.044766074272501316,0.6853201749467309,0.009798521524858675,67
251,32631,The Hunted,5.8,94,110,en,"Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.",12.629,"Action, Drama, Thriller",medium,0.04007823068055361,0.6504429740944264,0.002725032613422235,63
252,11777,I.Q.,5.968,409,100,en,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,9.669,"Comedy, Drama, Romance",medium,0.03021610059372689,0.6692833912750925,0.011856790839252066,24
253,628,Interview with the Vampire,7.38,5338,123,en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",39.342,"Horror, Drama, Fantasy",long,0.1290806229134598,0.827632611864977,0.15474706479199885,18
254,87729,Jefferson in Paris,5.043,35,139,en,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",6.706,"Drama, Romance, History",long,0.020343975104785136,0.5655489514410676,0.0010146398028699811,65
255,18713,The Jerky Boys,4.296,27,82,en,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",4.783,"Comedy, Crime",medium,0.013936922349052772,0.48177638219131996,0.0007827221336425569,54
256,6280,Junior,5.167,1369,109,en,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",17.39,"Comedy, Family, Romance",medium,0.0559409338371016,0.579454973645845,0.03968691114654298,19
257,9061,Just Cause,6.178,480,102,en,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,11.174,"Action, Drama, Mystery, Thriller",medium,0.035230460654765476,0.6928339127509252,0.013915060153645456,31
258,37108,A Kid in King Arthur's Court,4.795,154,89,en,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",9.555,"Adventure, Fantasy, Comedy, Science Fiction, Family",medium,0.029836275313355858,0.5377369070315129,0.004464415132627917,61
259,6071,Kiss of Death,5.589,286,101,en,"Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.",9.828,"Crime, Thriller, Drama",medium,0.030745856905823325,0.6267803072782326,0.008291056674880417,103
260,11,Star Wars,8.204,19155,121,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,88.559,"Adventure, Action, Science Fiction",long,0.29306185821188924,0.9200403723225301,0.555297869256414,52
261,9587,Little Women,7.287,1116,115,en,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",21.426,"Drama, Romance",medium,0.06938808148251804,0.817203095211394,0.032352514857225685,54
262,19101,A Little Princess,7.609,884,97,en,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",16.173,"Drama, Family, Fantasy",medium,0.05188613237910561,0.8533138948076707,0.02562690244963038,47
263,49980,Ladybird Ladybird,7.133,83,101,en,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",7.868,Drama,medium,0.024215527524005628,0.7999327127957834,0.0024061458182345267,41
265,18183,Like Water for Chocolate,7.269,415,105,es,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",14.354,"Drama, Romance",medium,0.04582558689669419,0.8151844790848941,0.012030729091172634,48
266,4476,Legends of the Fall,7.388,2325,133,en,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",21.828,"Adventure, Drama, Romance, War, Western",long,0.07072746536593168,0.8285297745878659,0.06740107261922018,29
267,11008,Major Payne,6.364,707,95,en,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",17.472,"Adventure, Comedy, Family",medium,0.05621414149491234,0.7136929460580913,0.02049572401797362,65
269,32325,Mi Vida Loca,7.1,29,92,en,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",7.628,"Crime, Drama",medium,0.02341589535480346,0.7962319165638667,0.000840701550949413,53
270,43742,Love Affair,5.3,52,108,en,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",9.315,"Drama, Romance",medium,0.02903664314415369,0.5943703039138724,0.0015074648499782577,68
271,28313,Losing Isaiah,6.429,92,106,en,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",7.733,Drama,medium,0.023765734428829406,0.7209823931815633,0.002667053196115379,72
272,11318,The Madness of King George,6.71,210,107,en,"Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.",10.732,"Comedy, Drama, History",medium,0.03375780474315149,0.7524952338230346,0.006087838817219887,67
273,3036,Mary Shelley's Frankenstein,6.398,1106,123,en,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",18.029,"Drama, Horror, Science Fiction, Romance",long,0.05806995448760237,0.7175058876303689,0.0320626177706914,62
274,40490,Man of the House,5.25,158,96,en,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",11.41,"Action, Comedy, Family",medium,0.03601676562114761,0.588763036895817,0.004580373967241629,56
275,24070,Mixed Nuts,5.448,163,97,en,The events of a crisis hotline business on one crazy night during the Christmas holidays.,8.556,"Comedy, Drama, Romance",medium,0.026507806409051836,0.6109678142873164,0.0047253225105087695,15
276,8986,Milk Money,6.335,249,108,en,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",15.858,"Comedy, Romance",medium,0.050836615157027774,0.7104407311876192,0.007218437454703581,79
277,10510,Miracle on 34th Street,6.705,910,114,en,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",14.395,"Fantasy, Drama, Family",medium,0.04596219072559956,0.7519345071212291,0.02638063487461951,49
278,17402,Miami Rhapsody,5.512,41,95,en,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",6.676,"Comedy, Romance",medium,0.020244021083634864,0.6181451160704272,0.0011885780547905493,90
279,38722,My Family,7.5,66,128,en,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",9.21,"Comedy, Drama",long,0.028686804070127747,0.8410900527083099,0.0019133207711262501,89
280,8438,Murder in the First,7.142,512,122,en,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.",13.762,"Crime, Drama",long,0.04385316087932885,0.8009420208590333,0.014842730830555153,73
281,11593,Nobody's Fool,6.843,267,110,en,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",12.824,"Drama, Comedy",medium,0.040727931818030375,0.767410564091062,0.0077402522104652845,70
282,1945,Nell,6.531,453,112,en,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",12.527,"Drama, Thriller",medium,0.03973838700864269,0.7324212178983963,0.013132338020002899,20
283,39310,New Jersey Drive,5.941,34,98,en,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",5.841,"Crime, Drama",medium,0.017461967494952324,0.6662554670853426,0.0009856500942165532,59
284,109560,New York Cop,2.6,4,93,en,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",2.14,"Action, Thriller, Crime, Drama",medium,0.005130973085713905,0.2915778849388808,0.00011595883461371213,79
285,56428,Beyond Bedlam,5.0,8,89,en,An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.,2.217,Horror,medium,0.005387521739999601,0.56072670180554,0.00023191766922742426,22
287,131957,Nina Takes a Lover,5.682,11,100,en,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",1.672,"Drama, Romance",medium,0.00357169035576968,0.6372098239318157,0.0003188867951877084,61
288,241,Natural Born Killers,7.1,3097,118,en,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,41.376,"Crime, Thriller, Drama",medium,0.13585750554744816,0.7962319165638667,0.08978112769966662,16
289,9058,Only You,6.807,460,115,en,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",15.687,"Romance, Comedy",medium,0.050266877236471226,0.7633733318380622,0.013335265980576895,80
290,527,Once Were Warriors,7.345,368,99,en,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",14.878,Drama,medium,0.04757145046611892,0.8237075249523382,0.010668212784461516,38
291,18220,Poison Ivy 2: Lily,4.711,114,106,en,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",13.448,"Drama, Romance, Thriller",medium,0.04280697545795601,0.5283166984411798,0.003304826786490796,46
292,6950,Outbreak,6.53,2052,127,en,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col. Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",21.243,"Action, Drama, Science Fiction, Thriller",long,0.06877836195350139,0.7323090725580352,0.05948688215683432,47
293,101,Léon: The Professional,8.316,13652,111,en,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",58.625,"Crime, Drama, Action",medium,0.19332773590814892,0.9326006504429742,0.3957675025365995,51
294,63020,The Perez Family,6.469,32,113,en,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",3.455,"Comedy, Drama, Romance",medium,0.009512291012800779,0.7254682067960077,0.000927670676909697,80
295,2307,A Pyromaniac's Love Story,4.778,9,94,en,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",1.929,"Comedy, Drama, Romance",medium,0.0044279631369570005,0.535830436245374,0.0002609073778808523,72
296,680,Pulp Fiction,8.488,25893,154,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",74.862,"Thriller, Crime",long,0.24742618395538055,0.9518896489850847,0.750630526163212,36
298,25296,Pushing Hands,7.1,58,105,zh,"Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.",7.346,"Comedy, Drama",medium,0.022476327555990914,0.7962319165638667,0.001681403101898826,47
299,40156,Priest,6.482,111,98,en,"Father Greg Pilkington is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",7.858,"Drama, Romance",medium,0.024182209516955537,0.726926096220702,0.0032178576605305115,59
300,11450,Quiz Show,7.262,813,133,en,"Lawyer Richard Goodwin discovers that 'Twenty-One', a successful TV quiz show, is rigged and decides to expose the team behind the show.",13.545,"History, Drama, Mystery",long,0.04313016012634189,0.8143994617023662,0.02356863313523699,22
301,30304,Picture Bride,6.2,21,94,en,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",2.246,"Drama, History",medium,0.005484143960444862,0.6953011102388696,0.0006087838817219887,63
302,10452,Queen Margot,7.22,318,138,fr,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",11.42,"Drama, History, Romance",long,0.0360500836281977,0.8096893574071997,0.009218727351790114,36
303,12106,The Quick and the Dead,6.518,1546,107,en,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",23.452,"Western, Action",medium,0.07613830971086634,0.7309633284737019,0.04481808957819974,20
304,161495,Roommates,6.262,21,108,en,"An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.",3.745,"Drama, Comedy",medium,0.010478513217253398,0.7022541213412582,0.0006087838817219887,16
305,3586,Ready to Wear,5.3,184,133,en,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",15.686,Comedy,long,0.05026354543576622,0.5943703039138724,0.005334106392230758,21
306,110,Three Colors: Red,7.946,1224,100,fr,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",20.455,"Drama, Mystery, Romance",medium,0.06615290299795427,0.8911068745093641,0.03548340339179591,72
307,108,Three Colors: Blue,7.676,1498,98,fr,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",21.126,Drama,medium,0.06838854127101533,0.860827632611865,0.04342658356283519,79
308,109,Three Colors: White,7.476,1041,92,fr,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",20.722,"Comedy, Drama, Mystery",medium,0.06704249378619169,0.8383985645396433,0.030178286708218583,53
310,36357,Rent-a-Kid,5.525,60,85,en,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",5.76,"Comedy, Family, TV Movie",medium,0.01719209163784659,0.6196030054951217,0.001739382519205682,31
311,92769,Relative Fear,4.7,3,90,en,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",2.149,"Horror, Drama",medium,0.005160959292058986,0.5270830996972076,8.69691259602841e-05,65
312,28033,Stuart Saves His Family,4.952,21,95,en,A self-help advocate struggles to put his dysfunctional family in its place.,4.45,"Comedy, Drama",medium,0.012827432714284763,0.5553437254682068,0.0006087838817219887,12
